ID,1_with_prob,2_with_prob,3_with_prob,4_with_prob,5_with_prob,6_with_prob,7_with_prob,8_with_prob,9_with_prob,10_with_prob,11_with_prob,12_with_prob,13_with_prob,14_with_prob,15_with_prob,16_with_prob,17_with_prob,18_with_prob,19_with_prob,20_with_prob,21_with_prob,22_with_prob,23_with_prob,24_with_prob,25_with_prob,26_with_prob,27_with_prob,28_with_prob,29_with_prob,30_with_prob,31_with_prob,32_with_prob,33_with_prob,34_with_prob,35_with_prob,36_with_prob,37_with_prob,38_with_prob
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1.29595,1.29595,1.29595,1.29595,1.29595,1.27844,2.33074,1.21123,1.22086,1.27615,1.21862,1.1281,1.26741,1.19653,1.24691,1.20531,1.32435,1.27259,1.212,1.1545,1.2282,1.06923,1.32003,1.10543,1.22233,1.19576,1.37755,1.18767,1.29467,1.15959,1.26275,1.2067,1.21662,1.25337,1.19077,1.27115,1.19474,1.35069
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0.00807,0.00807,0.00807,0.00807,0.00807,0.00742,0.00819,0.00785,0.00796,0.00755,0.00794,0.00782,0.00792,0.00829,0.00811,0.00803,0.00804,0.00847,0.00768,0.0082,0.00794,0.00794,0.00813,0.00811,0.0081,0.00771,0.00791,0.00788,0.00782,0.00793,0.00827,0.00785,0.00808,0.00789,0.00756,0.00805,0.0079,0.00789
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,1.21879,1.21879,1.21879,1.21879,1.21879,1.38764,1.60787,1.719,1.48731,1.57209,1.27428,1.11527,1.18103,1.34471,1.26859,1.43283,1.69446,1.58115,1.59353,1.30994,1.61745,0.99761,1.67694,1.56329,1.01899,1.36391,1.41253,1.54418,1.20813,1.79655,1.43202,1.35747,1.73696,1.28622,1.30715,1.68016,1.58475,1.75709
192,0,0,0,0,0,0,7e-05,0,0,0,0.00627,0.00613,0.00616,0.0063,0.00622,0.00689,0.00628,0.00674,0.00672,0.00666,0.00681,0.00621,0.00614,0.00638,0.00546,0.00628,0.00633,0.00617,0.00616,0.00624,0.00659,0.00649,0.00655,0.00655,0.0061,0.00671,0.00674,0.00653
193,1.44466,1.44466,1.44466,1.44466,1.44466,1.6634,1.84632,1.68715,1.5887,1.60643,1.5717,1.55001,1.52215,1.76426,1.50517,1.74873,1.62782,1.62245,1.6687,1.54106,1.97836,1.54826,1.7523,1.63617,1.50135,1.61975,1.56124,1.76294,1.57978,1.70855,1.73624,1.76849,1.77188,1.61093,1.6985,1.74766,1.72801,1.75491
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,3.56819,3.56819,3.56819,3.56819,3.56819,3.35888,3.72949,4.01941,3.3196,3.5311,2.78815,2.39143,2.5555,2.96385,2.77394,3.18368,3.83638,3.5537,3.58458,2.8771,3.64427,2.09791,3.79268,3.50916,2.15124,3.01175,3.13304,3.46148,2.6231,4.09109,3.18167,2.99566,3.94242,2.81793,2.87013,3.8007,3.56268,3.99263
196,0.51444,0.51444,0.51444,0.51444,0.01444,0.79215,0.98868,1.00625,1.04563,1.08869,1.0292,0.97835,0.99996,1.04223,1.02684,1.03632,1.03027,1.06026,1.04342,1.02348,1.10379,0.97604,1.06969,1.02981,0.95448,1.06317,1.04475,1.07469,0.98953,1.06839,1.09065,1.06411,1.10636,1.0355,1.00525,1.07246,1.1127,1.13803
197,3.11965,3.11965,3.11965,3.11965,3.11965,2.95843,3.27901,3.52593,2.98434,3.15293,2.56068,2.24443,2.37523,2.70075,2.54936,2.87598,3.39629,3.17095,3.19557,2.6316,3.24315,2.01046,3.36146,3.13545,2.05296,2.73893,2.83562,3.09744,2.42912,3.59934,2.87438,2.72611,3.48082,2.58442,2.62604,3.36785,3.17811,3.52085
198,0.17146,0.17146,0.17146,0.17146,0.17146,0.16239,0.17881,0.19157,0.15975,0.16919,0.13606,0.11837,0.12568,0.14389,0.13542,0.15369,0.1828,0.17019,0.17157,0.14002,0.17423,0.10528,0.18085,0.16821,0.10766,0.14603,0.15144,0.16608,0.1287,0.19416,0.1536,0.14531,0.18753,0.13738,0.13971,0.18121,0.17059,0.18977
199,4.107,4.107,4.107,4.107,4.107,3.86136,3.91412,3.68975,3.68882,3.89081,3.61176,3.37323,3.47457,3.67286,3.60066,3.64516,3.61677,3.75745,3.67844,3.58492,3.96164,3.36236,3.80169,3.61462,3.26126,3.7711,3.68471,3.82514,3.42567,3.7956,3.90002,3.77549,3.97371,3.64128,3.49938,3.8147,4.00342,4.12227
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,2.48167,2.48167,2.48167,2.48167,2.48167,2.44157,2.5558,2.47366,2.52572,2.64463,2.48036,2.33995,2.39961,2.51633,2.47383,2.50003,2.48331,2.56612,2.51961,2.46456,2.68632,2.33355,2.59217,2.48204,2.27404,2.57416,2.5233,2.60597,2.37082,2.58858,2.65005,2.57674,2.69343,2.49774,2.41421,2.59982,2.71092,2.78088
203,2.24572,2.24572,2.24572,2.24572,2.24572,2.11807,2.30521,2.44392,2.04511,2.16802,1.73627,1.50573,1.60108,1.83838,1.72802,1.96612,2.34542,2.18115,2.1991,1.78797,2.23379,1.33516,2.32003,2.15527,1.36615,1.86621,1.9367,2.12756,1.64036,2.49344,1.96496,1.85686,2.40705,1.75358,1.78391,2.32469,2.18637,2.43623
204,0.67616,0.67616,0.67616,0.67616,0.67616,0.58166,0.77501,0.55898,0.6856,0.68015,0.63883,0.68517,0.57802,0.61449,0.61484,0.54503,0.69614,0.56073,0.7759,0.4232,0.475,0.5595,0.73998,0.68174,0.75763,0.5159,0.72233,0.52028,0.67229,0.72375,0.74877,0.71428,0.58449,0.54252,0.73005,0.76476,0.57604,0.6059
205,0.16821,0.16821,0.16821,0.16821,0.16821,0.15076,0.17132,0.1623,0.16526,0.15407,0.1647,0.16157,0.1642,0.17403,0.16931,0.16697,0.16741,0.17888,0.15773,0.17162,0.16459,0.16473,0.16963,0.16918,0.16884,0.15854,0.16378,0.16317,0.16133,0.16439,0.17363,0.16221,0.16841,0.1633,0.15442,0.16756,0.16371,0.16342
206,2.73811,2.73811,2.73811,2.73811,2.73811,2.91926,3.3268,3.58623,2.97399,3.16811,2.48618,2.12204,2.27264,2.64745,2.47314,2.84922,3.44832,3.18886,3.2172,2.56783,3.27199,1.85263,3.40821,3.14797,1.90158,2.69142,2.80275,3.10421,2.33469,3.68211,2.84738,2.67665,3.54565,2.51351,2.56143,3.41557,3.1971,3.59174
207,1.41723,1.41723,1.41723,1.41723,1.41723,1.41154,1.55076,1.45032,1.32765,1.34187,1.31401,1.29661,1.27427,1.46848,1.26064,1.45602,1.35903,1.35472,1.39183,1.30036,1.58082,1.29756,1.45273,1.36316,1.25611,1.34236,1.29552,1.43569,1.32299,1.42379,1.44455,1.47146,1.48022,1.32409,1.41572,1.4672,1.4394,1.44955
208,1.82534,1.82534,1.82534,1.82534,1.82534,1.81119,1.91172,1.86344,1.9016,1.98095,1.87133,1.77763,1.81744,1.89533,1.86697,1.88445,1.8733,1.92856,1.89753,1.86079,2.00877,1.77336,1.94594,1.87245,1.73364,1.93393,1.89999,1.95515,1.79823,1.94355,1.98457,1.93565,2.01352,1.88293,1.82719,1.95105,2.02519,2.07188
209,1.98095,1.98095,1.98095,1.98095,1.98095,2.47175,2.59339,2.71243,2.69542,2.4659,2.72605,2.65532,2.62106,2.52372,2.62828,2.8933,2.45969,2.59074,2.6456,2.82548,2.69292,2.68513,2.7178,2.53788,2.58669,2.80164,2.40201,2.80853,2.60486,2.64363,2.54599,2.62951,2.73172,2.72376,2.7069,2.60363,2.64597,2.61885
210,2.36506,2.36506,2.36506,2.36506,2.36506,2.37261,2.51566,2.44211,2.501,2.62259,2.45462,2.31103,2.37204,2.4914,2.44794,2.47472,2.45763,2.54231,2.49475,2.43846,2.66523,2.30449,2.56895,2.45634,2.24363,2.55053,2.49853,2.58306,2.3426,2.56528,2.62813,2.55317,2.67249,2.47239,2.38697,2.57678,2.69037,2.76192
211,4.60802,4.60802,4.60802,4.60802,4.60802,4.58351,4.90523,4.37511,4.01022,4.06111,3.96141,3.89913,3.81915,4.51425,3.77039,4.46967,4.12253,4.1071,4.2399,3.87344,5.1289,3.89412,4.47991,4.14651,3.75943,4.09934,3.93138,4.51045,3.9846,4.35431,4.43379,4.52639,4.53611,4.07404,4.32544,4.46658,4.41016,4.48739
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0.10802,0.10802,0.10802,0.10802,0.10802,0.10253,0.11247,0.12019,0.10094,0.10665,0.0866,0.07589,0.08032,0.09134,0.08622,0.09727,0.11489,0.10726,0.10809,0.089,0.1097,0.06797,0.11371,0.10606,0.06941,0.09263,0.09591,0.10477,0.08215,0.12176,0.09722,0.0922,0.11775,0.0874,0.08881,0.11392,0.1075,0.1191
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,4.07686,4.07686,4.07686,4.07686,4.07686,3.92752,4.05353,3.82328,3.87515,4.08651,3.79453,3.54494,3.65098,3.85846,3.78291,3.82948,3.79977,3.94696,3.86429,3.76644,4.16062,3.53356,3.99326,3.79751,3.42778,3.96125,3.87085,4.0178,3.59981,3.98688,4.09614,3.96584,4.17325,3.82541,3.67694,4.00687,4.20434,4.3287
217,3.06216,3.06216,3.06216,3.06216,3.06216,2.95264,3.27298,3.51715,2.98742,3.15044,2.57775,2.27195,2.39842,2.71319,2.5668,2.88264,3.38577,3.16787,3.19167,2.64632,3.23768,2.04569,3.35208,3.13353,2.0868,2.75011,2.84361,3.09678,2.45053,3.58211,2.88109,2.73771,3.46751,2.60071,2.64095,3.35827,3.17479,3.50621
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0.53624,0.53624,0.53624,0.53624,0.53624,0.58924,0.57853,0.62169,0.57736,0.60031,0.59086,0.616,0.5859,0.58645,0.62749,0.59171,0.56085,0.59271,0.58038,0.60958,0.57358,0.58837,0.59027,0.59155,0.59057,0.60221,0.58798,0.59521,0.6045,0.6183,0.60558,0.56952,0.56868,0.60369,0.60481,0.61029,0.59926,0.5939
220,2.77786,2.77786,2.77786,2.77786,2.77786,3.48472,2.72677,3.931,2.56344,2.97814,3.90642,3.82406,2.85575,2.84676,3.8697,2.76436,2.19599,2.9346,2.64745,3.45019,2.62488,3.72767,2.80197,2.9448,3.13441,3.95919,2.7749,3.77884,3.38691,3.4789,3.49658,2.41431,2.14752,3.69525,3.64647,3.13258,3.47074,3.31163
221,3.10026,3.10026,3.10026,3.10026,3.10026,3.41254,3.15435,3.45834,3.04212,3.25142,3.16522,3.39443,3.12001,3.12502,3.49929,3.17297,2.89156,3.18208,3.06967,3.33592,3.00761,3.14249,3.15979,3.17146,3.16253,3.26871,3.13895,3.2049,3.28956,3.4154,3.29941,2.97059,2.96292,3.28219,3.2924,3.34241,3.24178,3.19289
222,0.09503,0.09503,0.09503,0.09503,0.09503,0.11726,0.09227,0.13024,0.08599,0.0991,0.12843,0.12583,0.09523,0.09494,0.12727,0.09234,0.07438,0.09772,0.08865,0.11401,0.08793,0.12278,0.09353,0.09804,0.10403,0.1301,0.09267,0.1244,0.11201,0.11492,0.11548,0.08128,0.07285,0.12176,0.12021,0.10398,0.11466,0.10963
223,2.61467,2.61467,2.61467,2.61467,2.61467,2.95283,2.78097,3.08886,2.7619,2.94137,2.86746,3.064,2.82869,2.83299,3.15392,2.8741,2.63279,2.88191,2.78552,3.01383,2.7323,2.84796,2.8628,2.87281,2.86515,2.9562,2.84493,2.90148,2.97408,3.08198,2.98253,2.70056,2.69398,2.96776,2.97651,3.0194,2.93311,2.89118
224,0.00043,0.00043,0.00043,0.00043,0.00043,0.00179,0.0035,0.00497,0.0051,0.00562,0.00551,0.00578,0.00546,0.00547,0.00591,0.00552,0.00519,0.00553,0.0054,0.00572,0.00533,0.00549,0.00551,0.00552,0.00551,0.00564,0.00548,0.00556,0.00566,0.00581,0.00567,0.00528,0.00527,0.00565,0.00566,0.00572,0.0056,0.00555
225,3.08717,3.08717,3.08717,3.08717,3.08717,3.45882,2.69203,3.48196,2.69561,2.85065,2.98751,3.09232,2.72565,2.89382,3.06536,3.07798,2.66257,3.08022,2.74934,2.82949,2.78716,2.86348,2.83664,2.83405,3.05555,2.99172,2.77432,3.00812,3.07811,3.02262,2.97872,2.73987,2.73709,3.05384,3.24316,3.0357,2.85494,3.0155
226,4.25804,4.25804,4.25804,4.25804,4.25804,4.70052,4.2702,4.75465,4.05636,4.39765,4.25709,4.63084,4.18337,4.19154,4.80183,4.26973,3.81085,4.28458,4.10128,4.53543,4.00008,4.22002,4.24823,4.26727,4.2527,4.42584,4.21426,4.32179,4.45985,4.66503,4.47591,3.93972,3.92721,4.44783,4.46447,4.54602,4.38193,4.3022
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,2.73509,2.73509,2.73509,2.73509,2.73509,3.5087,2.81745,4.05103,2.70934,3.11615,4.02677,3.94598,2.9961,2.98727,3.99075,2.90644,2.34888,3.07344,2.79175,3.57922,2.76962,3.85143,2.94333,3.08345,3.26945,4.07854,2.91678,3.90162,3.51715,3.60738,3.62474,2.56305,2.30134,3.81962,3.77177,3.26766,3.59938,3.4433
229,1.2168,1.2168,1.2168,1.2168,1.2168,1.34036,1.28883,1.40905,1.3125,1.37557,1.34959,1.41866,1.33597,1.33748,1.45025,1.35193,1.26713,1.35467,1.3208,1.40102,1.3021,1.34274,1.34795,1.35147,1.34878,1.38077,1.34168,1.36155,1.38706,1.42497,1.39003,1.29095,1.28863,1.38484,1.38791,1.40298,1.37266,1.35793
230,0.23408,0.23408,0.23408,0.23408,0.23408,0.26181,0.23893,0.26895,0.23652,0.24129,0.25367,0.25184,0.25588,0.22283,0.25082,0.22613,0.20886,0.24179,0.23439,0.2342,0.23637,0.24104,0.25187,0.25518,0.26516,0.23969,0.2408,0.24132,0.23669,0.25932,0.24134,0.23523,0.2383,0.25789,0.25519,0.2532,0.25904,0.24217
231,2.98704,2.98704,2.98704,2.98704,2.98704,3.32802,3.11079,3.41257,3.04093,3.2373,3.15642,3.37147,3.11401,3.11871,3.46985,3.1637,2.89967,3.17224,3.06678,3.31657,3.00855,3.1351,3.15133,3.16228,3.1539,3.25352,3.13178,3.19365,3.27308,3.39114,3.28232,2.97382,2.96662,3.26617,3.27575,3.32267,3.22825,3.18238
232,1.17093,1.17093,1.17093,1.17093,1.17093,1.37697,1.07456,1.43044,1.109,1.1749,1.23307,1.27762,1.12177,1.19325,1.26616,1.27152,1.09496,1.27248,1.13184,1.16591,1.14791,1.18035,1.16895,1.16785,1.26199,1.23486,1.14246,1.24183,1.27158,1.248,1.22934,1.12781,1.12663,1.26126,1.34173,1.25355,1.17672,1.24497
233,0.00704,0.00704,0.00704,0.00704,0.00704,0.00786,0.00719,0.00807,0.00712,0.00726,0.00762,0.00757,0.00769,0.00671,0.00754,0.00681,0.0063,0.00727,0.00705,0.00705,0.00711,0.00725,0.00757,0.00767,0.00796,0.00721,0.00724,0.00726,0.00712,0.00779,0.00726,0.00708,0.00717,0.00775,0.00767,0.00761,0.00778,0.00728
234,2.63726,2.63726,2.63726,2.63726,2.63726,3.34665,2.66827,3.81985,2.53519,2.92025,3.78218,3.70571,2.80661,2.79826,3.74809,2.72175,2.194,2.87983,2.6132,3.35856,2.59224,3.61621,2.75667,2.8893,3.06535,3.83118,2.73153,3.66372,3.29981,3.38522,3.40164,2.39672,2.149,3.5861,3.54081,3.06366,3.37764,3.2299
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0.0484,0.0484,0.0484,0.0484,0.0484,0.06079,0.04687,0.06802,0.04337,0.05067,0.06701,0.06556,0.04852,0.04836,0.06636,0.04691,0.0369,0.0499,0.04485,0.05898,0.04445,0.06386,0.04757,0.05008,0.05342,0.06794,0.04709,0.06476,0.05787,0.05948,0.0598,0.04075,0.03605,0.06329,0.06243,0.05339,0.05934,0.05654
239,0.17154,0.17154,0.17154,0.17154,0.17154,0.18347,0.17415,0.18568,0.1709,0.17855,0.1754,0.18378,0.17375,0.17393,0.18762,0.17568,0.16539,0.17602,0.17191,0.18164,0.16964,0.17457,0.1752,0.17563,0.1753,0.17918,0.17444,0.17685,0.17995,0.18455,0.18031,0.16828,0.168,0.17968,0.18005,0.18188,0.1782,0.17641
240,2.76122,2.76122,2.76122,2.76122,2.76122,3.09591,2.90066,3.19869,2.83655,3.0247,2.94721,3.15326,2.90657,2.91108,3.24752,2.95418,2.7012,2.96237,2.86131,3.10066,2.80552,2.92678,2.94233,2.95282,2.94479,3.04024,2.9236,2.98288,3.05899,3.17211,3.06784,2.77225,2.76535,3.05236,3.06154,3.1065,3.01603,2.97208
241,0.2203,0.2203,0.2203,0.2203,0.2203,0.2819,0.21828,0.31493,0.20232,0.23567,0.31031,0.30369,0.22582,0.2251,0.30736,0.21848,0.17277,0.23217,0.20907,0.27363,0.20726,0.29594,0.2215,0.23299,0.24823,0.31456,0.21932,0.30005,0.26854,0.27593,0.27736,0.19033,0.16887,0.29333,0.28941,0.24809,0.27528,0.26248
242,2.34553,2.34553,2.34553,2.34553,2.34553,3.04879,2.41998,3.53852,2.31773,2.6874,3.51489,3.44147,2.5783,2.57029,3.48216,2.49683,1.99017,2.64859,2.39262,3.1082,2.3725,3.35555,2.53036,2.65768,2.8267,3.56193,2.50623,3.40117,3.05179,3.13379,3.14956,2.18479,1.94697,3.32665,3.28317,2.82508,3.12651,2.98468
243,0.00615,0.00615,0.00615,0.00615,0.00615,0.00686,0.00627,0.00704,0.00621,0.00633,0.00665,0.0066,0.0067,0.00586,0.00658,0.00594,0.0055,0.00634,0.00616,0.00615,0.00621,0.00633,0.0066,0.00669,0.00694,0.00629,0.00632,0.00633,0.00621,0.00679,0.00633,0.00618,0.00626,0.00676,0.00669,0.00664,0.00679,0.00635
244,0.0303,0.0303,0.0303,0.0303,0.0303,0.03028,0.03038,0.03231,0.02879,0.02985,0.03023,0.02996,0.03128,0.03176,0.03093,0.03016,0.03012,0.02994,0.02884,0.03062,0.0303,0.03095,0.03068,0.02832,0.03025,0.03008,0.03088,0.02989,0.03017,0.031,0.02931,0.03079,0.02949,0.03196,0.03124,0.02982,0.02997,0.02908
245,0.69512,0.69512,0.69512,0.69512,0.69512,0.87043,1.22107,1.32117,0.6807,0.94363,0.97666,1.16304,1.05111,1.18133,1.14674,0.9805,1.34209,0.91661,0.78102,1.17826,1.11843,1.24434,0.99303,0.69893,1.18881,0.92679,1.26268,0.91176,0.91265,1.18798,0.8371,1.36193,0.86869,1.36366,1.17053,0.94701,1.27487,0.8602
246,1.25433,1.25433,1.25433,1.25433,0.75433,1.54944,2.29211,2.48261,2.25025,2.38683,2.54927,2.37195,2.51048,2.49908,2.54744,2.33475,2.46848,2.2827,2.25267,2.35295,2.49288,2.69128,2.34921,2.1853,2.41699,2.33701,2.52629,2.19059,2.54732,2.46082,2.2141,2.47215,2.26092,2.88523,2.33077,2.24028,2.36039,2.29388
247,0.5,0.5,0.5,0.5,0,0,0,0,1.2485,1.82679,1.92427,2.22316,2.06629,2.27745,2.22136,1.9518,2.53811,1.84821,1.62835,2.27247,2.17546,2.37962,1.97212,1.49523,2.28959,1.86471,2.40936,1.84034,1.84178,2.28823,1.71928,2.57029,1.7705,2.5731,2.25994,1.89751,2.42913,1.75674
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,4.25208,4.25208,4.25208,4.25208,4.25208,4.1604,4.11897,4.4845,3.57376,3.82102,3.90804,3.84534,4.15259,4.26392,4.07199,3.89185,3.88233,3.84227,3.58547,3.99911,3.92453,4.07632,4.01381,3.46492,3.91405,3.87404,4.06075,3.83032,3.89416,4.08701,3.69457,4.04018,3.73659,4.3111,4.14269,3.81337,3.84766,3.64193
250,2.43184,2.43184,2.43184,2.43184,2.43184,2.46457,2.49515,2.72488,2.34871,2.46702,2.50866,2.47865,2.62567,2.67894,2.5871,2.50091,2.49635,2.47718,2.35431,2.55223,2.51655,2.58917,2.55927,2.29663,2.51153,2.49239,2.58172,2.47146,2.50201,2.59429,2.40651,2.57188,2.42662,2.70152,2.62093,2.46336,2.47976,2.38132
251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0.86988,0.86988,0.86988,0.86988,0.86988,0.83794,1.04224,1.08183,0.62339,0.81547,0.8396,0.97575,0.89398,0.98911,0.96384,0.8424,1.10655,0.79572,0.69667,0.98687,0.94316,1.03514,0.85155,0.6367,0.99458,0.80316,1.04854,0.79218,0.79283,0.99397,0.73764,1.12105,0.76072,1.12231,0.98123,0.81794,1.05745,0.75452
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,2.47103,2.47103,2.47103,2.47103,2.47103,2.54304,2.61408,2.86051,2.48332,2.60203,2.64381,2.6137,2.76122,2.81467,2.72252,2.63603,2.63146,2.61223,2.48894,2.68753,2.65172,2.7246,2.69459,2.43106,2.64669,2.62748,2.71712,2.60649,2.63714,2.72973,2.54132,2.70725,2.56149,2.83732,2.75646,2.59836,2.61482,2.51604
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,2.75167,2.75167,2.75167,2.75167,2.75167,3.1309,3.29423,3.2649,3.31559,3.33703,3.52503,3.23393,3.45359,3.13437,3.63201,3.46304,3.2159,3.44916,3.48077,3.37157,3.24426,3.57858,3.34263,3.68652,3.37111,3.30752,3.35998,3.42144,3.43136,3.43455,3.60016,3.47063,3.30124,3.35061,3.36403,3.36859,3.14227,3.29608
257,1.38901,1.38901,1.38901,1.38901,1.38901,1.37561,1.7105,1.77561,1.05332,1.34659,1.38343,1.59131,1.46646,1.61171,1.57313,1.38771,1.79102,1.31645,1.16522,1.60829,1.54156,1.68199,1.40169,1.07365,1.62006,1.3278,1.70245,1.31104,1.31203,1.61913,1.22776,1.81315,1.263,1.81508,1.59967,1.35036,1.71605,1.25353
258,1.4924,1.4924,1.4924,1.4924,1.4924,1.74086,1.7113,1.47712,1.69085,1.53051,1.73195,1.52241,1.56491,1.7017,1.58827,1.75384,1.70659,0,1.73683,1.61479,2.00442,1.54704,1.52425,1.60037,1.74792,1.62609,1.58655,1.55553,1.68807,1.71995,1.7494,1.68029,1.60602,1.51484,1.73308,1.97437,1.68226,1.748
259,3.36331,3.36331,3.36331,3.36331,3.36331,3.40237,3.46348,3.88014,3.24161,3.44751,3.51998,3.46776,3.72363,3.81633,3.6565,3.50649,3.49857,3.4652,3.25136,3.59581,3.53371,3.66011,3.60806,3.15097,3.52498,3.49167,3.64714,3.45525,3.50841,3.66901,3.34221,3.63001,3.3772,3.85562,3.71538,3.44114,3.46969,3.29838
260,0.05686,0.05686,0.05686,0.05686,0.05686,0.21077,0.51549,0.69868,0.4834,0.63598,0.65195,0.74207,0.68795,0.75092,0.73419,0.65381,0.82865,0.62291,0.55735,0.74943,0.7205,0.78139,0.65987,0.51765,0.75454,0.62783,0.79025,0.62057,0.621,0.75413,0.58446,0.83825,0.59974,0.83908,0.7457,0.63761,0.79615,0.59564
261,2.72555,2.72555,2.72555,2.72555,2.72555,2.75298,2.80911,3.08875,2.64471,2.78425,2.83337,2.79798,2.97139,3.03421,2.92589,2.82423,2.81886,2.79624,2.65131,2.88476,2.84267,2.92834,2.89306,2.58328,2.83676,2.81418,2.91955,2.7895,2.82553,2.93437,2.71289,2.90794,2.7366,3.06084,2.96579,2.77994,2.79929,2.68318
262,2.49785,2.49785,2.49785,2.49785,2.49785,2.40194,2.98299,3.06955,1.71425,2.26192,2.33072,2.71893,2.48579,2.75703,2.68499,2.33871,3.09188,2.20563,1.9232,2.75064,2.62602,2.88828,2.36482,1.75221,2.77262,2.22684,2.92648,2.19552,2.19738,2.77088,2.04001,3.13321,2.10581,3.13682,2.73455,2.26896,2.95188,2.08814
263,3.25567,3.25567,3.25567,3.25567,3.25567,3.43089,3.40391,3.54164,3.36017,3.13606,3.41073,3.45684,3.57605,3.66479,3.33685,3.60474,3.58286,3.39638,3.31566,3.6607,3.41618,3.60488,3.40342,2.93353,3.64888,3.55681,3.64408,3.36924,3.18375,3.40423,3.33435,3.38033,3.3035,3.80434,3.30075,3.61486,3.39985,3.33212
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,3.05871,3.05871,3.05871,3.05871,3.05871,2.97984,3.65105,3.76829,2.2358,2.86502,2.94406,3.39008,3.12222,3.43385,3.35108,2.95324,3.81856,2.80035,2.47587,3.42651,3.28333,3.58464,2.98324,2.27942,3.45176,2.82471,3.62853,2.78874,2.79087,3.44977,2.61007,3.86604,2.68567,3.87019,3.40802,2.87311,3.65771,2.66536
266,0.1869,0.1869,0.1869,0.1869,0.1869,0.19647,0.195,0.20251,0.19261,0.18038,0.19537,0.19788,0.20439,0.20923,0.19134,0.20596,0.20476,0.19458,0.19018,0.20901,0.19567,0.20596,0.19497,0.16932,0.20837,0.20334,0.2081,0.1931,0.18298,0.19501,0.1912,0.19371,0.18952,0.21685,0.18937,0.20651,0.19477,0.19108
